PM10_1
3.0
3.0
3.0
4.0
5.0
5.0
4.0
8.0
8.0
8.0
10.0
10.0
12.0
17.0
67.0
48.0
34.0
25.0
38.0
39.0
19.0
17.0
27.0
25.0
18.0
25.0
17.0
17.0
16.0
12.0
20.0
31.0
31.0
36.0
27.0
27.0
29.0
27.0
25.0
34.0
17.0
26.0
19.0
16.0
9.0
21.0
9.0
7.0
13.0
14.0
19.0
16.0
22.0
22.0
17.0
32.0
32.0
43.0
45.0
14.0
14.0
17.0
20.0
20.0
24.0
26.0
29.0
26.0
27.0
31.0
30.0
28.0
32.0
30.0
31.0
30.0
24.0
22.0
19.0
15.0
13.0
11.0
11.0
10.0
12.0
13.0
13.0
13.0
15.0
9.0
10.0
8.0
14.0
19.0
18.0
10.0
10.0
11.0
11.0
20.0
24.0
33.0
34.0
26.0
21.0
20.0
12.0
22.0
19.0
6.0
5.0
5.0
12.0
13.0
10.0
10.0
8.0
15.0
26.0
17.0
16.0
17.0
18.0
16.0
11.0
9.0
7.0
3.0
17.0
16.0
10.0
12.0
8.0
13.0
11.0
29.0
25.0
26.0
22.0
22.0
19.0
14.0
11.0
12.0
9.0
6.0
6.0
10.0
10.0
13.0
9.0
9.0
9.0
7.0
8.0
8.0
14.0
14.0
16.0
17.0
24.0
19.0
12.0
12.0
10.0
17.0
17.0
18.0
23.0
14.0
17.0
15.0
13.0
55.0
66.0
69.0
35.0
35.0
29.0
18.0
21.0
25.0
16.0
29.0
18.0
18.0
21.0
24.0
24.5
25.0
26.0
28.0
36.0
37.0
34.0
36.0
36.0
32.0
38.0
40.0
40.0
41.0
37.0
22.0
21.0
19.0
17.0
15.0
13.0
10.0
8.0
6.0
8.0
4.0
5.0
3.0
3.0
3.0
4.0
3.0
3.0
16.0
13.0
17.0
20.0
20.0
25.0
18.0
16.0
12.0
12.0
9.0
10.0
9.0
7.0
7.0
7.0
5.0
9.0
8.0
9.0
9.0
10.0
6.0
6.0
4.0
4.0
5.0
4.0
5.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
28.0
18.0
14.0
15.0
14.0
14.0
6.0
9.0
8.0
8.0
12.0
10.0
8.0
4.0
3.0
9.0
11.0
13.0
14.0
15.0
14.0
13.0
13.0
12.0
12.0
9.0
6.0
7.0
5.0
6.0
10.0
12.0
17.0
18.0
14.0
13.0
15.0
17.0
13.0
13.0
11.0
13.0
14.0
14.0
22.0
17.0
8.0
5.0
9.0
8.0
8.0
12.0
11.0
10.0
11.0
33.0
11.0
10.0
43.0
41.0
45.0
37.0
37.0
35.0
33.0
38.0
44.0
42.0
43.0
35.0
16.0
7.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
4.0
4.0
4.0
5.0
5.0
5.0
8.0
4.0
9.0
18.0
17.0
14.0
24.0
29.0
29.0
31.0
23.0
21.0
18.0
19.0
15.0
16.0
8.0
10.0
7.0
7.0
18.0
24.0
29.0
32.0
15.0
6.0
4.0
4.0
3.0
3.0
13.0
23.0
24.0
27.0
33.0
37.0
42.0
41.0
36.0
34.0
28.0
25.0
25.0
22.0
30.0
26.0
22.0
21.0
21.0
25.0
23.0
17.0
32.0
31.0
23.0
18.0
21.0
30.0
27.0
22.0
21.0
22.0
18.0
20.0
16.0
60.0
59.0
32.0
57.0
18.0
6.0
9.0
8.0
7.0
7.0
9.0
4.0
8.0
8.0
15.0
8.0
13.0
11.0
10.0
14.0
11.0
18.0
39.0
64.0
79.0
11.0
33.0
37.0
29.0
30.0
19.0
16.0
9.0
15.0
14.0
18.0
24.0
24.0
18.0
28.0
29.0
32.0
38.0
40.0
38.0
39.0
38.0
38.0
28.0
42.0
95.0
89.0
29.0
22.0
25.0
29.0
30.0
33.0
53.0
39.0
42.0
41.0
52.0
53.0
92.0
23.0
28.0
28.0
